,Case diameter,Dial,Code,Ref. No.,"Date, GMT",Gender,Brand,Dial numerals,Availability,Clasp,"Chronometer, Helium Valve",Case material,Location,url,Price,Condition,Movement
,45 mm,,521.NX.1171.LR,521.NX.1171.LR,,Men's watch/Unisex,Hublot,,On request,,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-titanium-mens-watch-ref-521nx1171lr--id5269399.htm,"$7,560",0 (unworn),
With box,45 mm,Transparent,401063816022,515.NX.0170.LR,,Men's watch/Unisex,Hublot,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-mens-fusion-ultra-thin-titanium-ref-515nx0170lr--id5697505.htm,"$11,250",0 (unworn),Manual winding
,45 mm,,413.OM.1128.RX,413.OM.1128.RX,,Men's watch/Unisex,Hublot,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-unico-bi-retrograde-45mm-automatic-18k-king-gold-mens-watch-ref-413om1128rx--id5269313.htm,"$26,495",0 (unworn),
With box,45 mm,Black,141893881865,413.NM.1127.RX,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-45-mm-unico-bi-retrograde-chrono-mens-ref-413nm1127rx--id4465847.htm,"$16,895",0 (unworn),Automatic
,42 mm,,541.OX.1181.OX,541.OX.1181.OX,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-42mm-automatic-18k-rose-gold-mens-watch-ref-541ox1181ox--id5269524.htm,"$29,820",0 (unworn),
,45 mm,,525.OX.0180.OX,525.OX.0180.OX,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-18k-rose-gold-mens-watch-ref-525ox0180ox--id5268593.htm,"$34,580",0 (unworn),
,45 mm,,413.OX.4738.PR.KOB15,413.OX.4738.PR.KOB15,,Men's watch/Unisex,Hublot,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-unico-vino-kobe-bryant-edition-45mm-automatic-18k-king-gold-mens-watch-ref-413ox4738prkob15--id5268626.htm,"$30,200",0 (unworn),
,42 mm,,647.NX.1137.RX,647.NX.1137.RX,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,,"United States, Florida, Miami",http://www.chrono24.com/hublot/spirit-of-big-bang-titanium-ref-647nx1137rx--id5705365.htm,"$18,000",0 (unworn),
,45 mm,,411.OX.1180.RX.1704,411.OX.1180.RX.1704,,Men's watch/Unisex,Hublot,,On request,,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-unico-45mm-automatic-titanium-mens-watch-ref-411ox1180rx1704--id5268634.htm,"$39,550",0 (unworn),
,45 mm,,411.OX.1180.RX.0904,411.OX.1180.RX.0904,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-unico-45mm-automatic-18k-rose-gold-mens-watch-ref-411ox1180rx0904--id5269075.htm,"$64,550",0 (unworn),
,44 mm,,301.PL.2780.NR.JEANS,301.PL.2780.NR.JEANS,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-jeans-44mm-automatic-18k-rose-gold-mens-watch-ref-301pl2780nrjeans--id5268618.htm,"$24,745",0 (unworn),
,45 mm,,511.OX.2611.OX,511.OX.2611.OX,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-18k-rose-gold-mens-watch-ref-511ox2611ox--id5268477.htm,"$26,460",0 (unworn),
,45 mm,White,515.NX.2210.LR,515.NX.2210.LR,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-hand-wind-titanium-mens-watch-ref-515nx2210lr--id5268562.htm,"$8,750",0 (unworn),
,45 mm,,511.NX.9010.NX.3704,511.NX.9010.NX.3704,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-titanium-mens-watch-ref-511nx9010nx3704--id5269401.htm,"$57,470",0 (unworn),
,41 mm,,341.SG.7379.LR.1222.POP15,341.SG.7379.LR.1222.POP15,,Ladies' watch,Hublot,,On request,,,Steel,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-pop-art-41mm-automatic-stainless-steel-mens-watch-ref-341sg7379lr1222pop15--id5269611.htm,"$9,990",0 (unworn),
,42 mm,,2930,542.PM.1780.RX,,,Hublot,,On request,Fold clasp,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-42-mm-carbon--id4306748.htm,"$12,000",1 (mint),Automatic
,45 mm,,511.OX.2611.LR,511.OX.2611.LR,,Men's watch/Unisex,Hublot,,On request,Buckle,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-18k-rose-gold-mens-watch-ref-511ox2611lr--id5269587.htm,"$16,450",0 (unworn),
New,,,401162040472,,,,Hublot,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-44mm-automatic-date-mens-watch-301pb131rx--id5623504.htm,"$21,750",0 (unworn),
,42 mm,,542.NX.1171.LR.1104,542.NX.1171.LR.1104,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-42mm-automatic-titanium-mens-watch-ref-542nx1171lr1104--id5269564.htm,"$8,330",0 (unworn),
With box,44 mm,Black,141891548776,301.SM.1770.RX,,Men's watch/Unisex,Hublot,,On request,,,Steel,"United States, Florida, Miami",http://www.chrono24.com/hublot/big-bang-44mm-evolution-mens-stainless-steel-black-rubber-watch-ref-301sm1770rx--id5650013.htm,"$10,190",0 (unworn),Automatic
,42 mm,,545.NX.0170.LR.1104,545.NX.0170.LR.1104,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-42mm-hand-wind-titanium-mens-watch-ref-545nx0170lr1104--id5268967.htm,"$13,987",0 (unworn),
,45 mm,,521.OX.1181.LR,521.OX.1181.LR,,Men's watch/Unisex,Hublot,,On request,,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-titanium-mens-watch-ref-521ox1181lr--id5269457.htm,"$21,560",0 (unworn),
,45 mm,,504.OX.0180.LR,504.OX.0180.LR,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-cathedral-minute-repeater-45mm-automatic-18k-rose-gold-mens-watch-ref-504ox0180lr--id5580083.htm,"$191,800",0 (unworn),
,45 mm,,511.OX.1181.LR.1104,511.OX.1181.LR.1104,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-18k-rose-gold-mens-watch-ref-511ox1181lr1104--id5269465.htm,"$20,860",0 (unworn),
,45 mm,,525.NX.0170.NX,525.NX.0170.NX,,Men's watch/Unisex,Hublot,,On request,Fold clasp,,Titanium,"United States, Florida, Miami",http://www.chrono24.com/hublot/classic-fusion-45mm-automatic-titanium-mens-watch-ref-525nx0170nx--id5269449.htm,"$11,340",0 (unworn),
,51 mm,,601.OM.0183.LR,601.OM.0183.LR,,Men's watch/Unisex,Hublot,,On request,,,Pink gold,"United States, Florida, Miami",http://www.chrono24.com/hublot/spirit-of-big-bang--51mm-automatic-18k-rose-gold-mens-watch-ref-601om0183lr--id5268743.htm,"$29,700",0 (unworn),
,41 mm,,,840.006,,,TAG Heuer,,Available now,,,Steel,"Italy, Roma",http://www.chrono24.com/tagheuer/tag-heuer-super-professional-1000-m-ref-840006--id5593052.htm,,1 (mint),Automatic
,28 mm,Grey,,WF141,,Men's watch/Unisex,TAG Heuer,,Available now,,,Steel,"France, Paris",http://www.chrono24.com/tagheuer/professional-lady-ver-nice-grey-dial--id4972579.htm,,1 (mint),Quartz
With papers,41 mm,Silver,,Tag Heuer Caliber 11,,Men's watch/Unisex,TAG Heuer,Arabic numerals,Available now,Fold clasp,,Steel,Germany,http://www.chrono24.com/tagheuer/monaco--id5486158.htm,,0 (unworn),Automatic
With papers,,,,Steve McQueen,,Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,Belgium,http://www.chrono24.com/tagheuer/monaco--id5482156.htm,,1 (mint),Automatic
With papers,41 mm,,,CV201AG.FC6266,,Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,"Spain, Zaragoza",http://www.chrono24.com/tagheuer/carrera--id3694709.htm,,0 (unworn),Automatic
With papers,39 mm,Black,,CV2111.FC6182,,Men's watch/Unisex,TAG Heuer,No numerals,Available now,Buckle,,Steel,"Indonesia, Jakarta Selatan",http://www.chrono24.com/tagheuer/carrera--id3412024.htm,,1 (mint),Automatic
With papers,43 mm,Grey,,CAR2B10.BA0799,,Men's watch/Unisex,TAG Heuer,Arabic numerals,Available now,Fold clasp,,Steel,"Germany, München",http://www.chrono24.com/tagheuer/calibre-36-flyback-automatik-chronograph-car2b10ba0799--id2713578.htm,,0 (unworn),Automatic
With papers,45 mm,Grey,43817,CAR2C11.FC6327,,Men's watch/Unisex,TAG Heuer,No numerals,Available now,Fold clasp,,Steel,"Netherlands, Den Haag",http://www.chrono24.com/tagheuer/carrera-jack-heuer-cal-1887-special-edition-special-price--id2551588.htm,,0 (unworn),Automatic
With papers,39 mm,Black,199141,WV211B.FC6202,,Men's watch/Unisex,TAG Heuer,Arabic numerals,Available now,Fold clasp,,Steel,"France, Bordeaux",http://www.chrono24.com/tagheuer/carrera-calibre-5--id5608984.htm,,1 (mint),Automatic
With papers,"38 x 38,5 mm",Black,,CS2111,,Men's watch/Unisex,TAG Heuer,No numerals,Available now,Buckle,,Steel,"Italy, Brescia",http://www.chrono24.com/tagheuer/monaco-chronograph--id4922974.htm,,1 (mint),Automatic
With papers,,,,WAY218B.FC6364,,Men's watch/Unisex,TAG Heuer,,Available now,,,Steel,Italy,http://www.chrono24.com/tagheuer/aquaracer-calibre-5-special-edition-all-black--id5625796.htm,,0 (unworn),Automatic
With papers,32 mm,Mother of pearl,,WAF1313.BA0819,,Ladies' watch,TAG Heuer,,Available now,Fold clasp,,Steel,"Switzerland, Bäch",http://www.chrono24.com/tagheuer/tag-heuer-ladies-waf1313ba0819-aquaracer-watch--id4417141.htm,,0 (unworn),Quartz
With papers,41 mm,Black,5079,WAZ211A,,Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,"Spain, Madrid",http://www.chrono24.com/tagheuer/formula-1--id5581643.htm,,1 (mint),Automatic
With papers,41 mm,Silver,,CV2017.BA0794,,Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,"Switzerland, Bäch",http://www.chrono24.com/tagheuer/tag-heuer-mens-cv2017ba0794-carrera-watch--id4414544.htm,,0 (unworn),Automatic
With papers,35 mm,,,WAY131ABA0913,,Ladies' watch,TAG Heuer,,Available now,Double-fold clasp,,Steel,Belgium,http://www.chrono24.com/tagheuer/aquaracer-300m--id5666201.htm,,0 (unworn),Quartz
With papers,43 mm,Black,,CAK2110.FT8019 - TAGHEUER BLACK RUBBER,,,TAG Heuer,No numerals,Available now,,,Steel,"Italy, VICENZA",http://www.chrono24.com/tagheuer/aquaracer-500m-automatic-chrono-calibre-16--id3634937.htm,price on request,0 (unworn),Automatic
With papers,38 mm,Black,,CN1110,,Men's watch/Unisex,TAG Heuer,,Available now,Buckle,,Steel,Portugal,http://www.chrono24.com/tagheuer/professional-200m-chronograph--id5492414.htm,,1 (mint),Quartz
With box,40 mm,White,1342,CAH111,,Men's watch/Unisex,TAG Heuer,No numerals,Available now,Jewelry clasp,,Steel,"Spain, Barcelona",http://www.chrono24.com/tagheuer/formula-1-professional-quartz-steel-cah1111--id5424119.htm,,1 (mint),Quartz
With papers,41 mm,,6521203,WAR5011,"Date, GMT",Men's watch/Unisex,TAG Heuer,,Available now,Fold clasp,,Steel,"United Kingdom, Liverpool",http://www.chrono24.com/tagheuer/carrera-war5011--id4218789.htm,,0 (unworn),Automatic
With papers,37.5 mm,,,CR5112.FC6290,,,TAG Heuer,,Available now,Double-fold clasp,,,"United Kingdom, Wilmslow Cheshire",http://www.chrono24.com/tagheuer/monza-ltd-edition-cr5112fc6290--id5201334.htm,,0 (unworn),Automatic
With papers,34 mm,White,,WAP2351.BD0838,,Ladies' watch,TAG Heuer,No numerals,Available now,Jewelry clasp,,Gold/Steel,"Netherlands, Den Haag",http://www.chrono24.com/tagheuer/aquaracer-two--tone-special-price--id5474878.htm,,0 (unworn),Automatic
With papers,"34,5 mm",Silver,,"WAT1316.BA0956 - TAGHEUER WATCH DIAMOND DIAL & BEZEL 34,5MM",,,TAG Heuer,No numerals,Available now,,,Steel,"Italy, VICENZA",http://www.chrono24.com/tagheuer/link-lady-quartz-silver-guilloche-dial-and-diamonds--id3587228.htm,price on request,0 (unworn),Quartz
With papers,32 mm,Mother of pearl,,WAR1314.BA0778,,Ladies' watch,TAG Heuer,,Available now,Fold clasp,,Steel,"Switzerland, Bäch",http://www.chrono24.com/tagheuer/tag-heuer-ladies-war1314ba0778-carrera-watch--id4964291.htm,,0 (unworn),Quartz
With papers,38 mm,Blue,,WL1113,,,TAG Heuer,Arabic numerals,Available now,,,Steel,"Germany, Schwäbisch Hall",http://www.chrono24.com/tagheuer/kirium-blau--id4500143.htm,,1 (mint),Quartz
With papers,40 mm,White,2805,,,,Panerai,Arabic numerals,Available now,,,Steel,"Italy, Chieri (TO)",http://www.chrono24.com/panerai/luminor-marina-40-mm-automatico-scatgar-art-p44--id4927493.htm,,1 (mint),Automatic
With papers,45 mm,Black,,PAM00609,,Men's watch/Unisex,Panerai,Arabic numerals,Available now,,,Steel,"France, Thonon les bains",http://www.chrono24.com/panerai/radiomir-black-seal-8-days-acier--id4540342.htm,,0 (unworn),Manual winding
With papers,47 mm,Brown,4568,PAM203,,Men's watch/Unisex,Panerai,,Available now,,,Steel,"Switzerland, Baar",http://www.chrono24.com/panerai/luminor-angelus-movement-8-days-limited-150-pcs-pam00203--id4099248.htm,price on request,1 (mint),Manual winding
With papers,45 mm,Black,Black_Seal_Ceramica_PAM00292,PAM00292,,Men's watch/Unisex,Panerai,,Available now,,,Ceramic,"Switzerland, Basel",http://www.chrono24.com/panerai/officine-panerai-radiomir--black-seal-ceramica-pam00292--id5023666.htm,"$5,320",1 (mint),Manual winding
With papers,44 mm,Black,TP4389M,Pam00299,,Men's watch/Unisex,Panerai,Arabic numerals,Available now,Double-fold clasp,,Steel,"United Kingdom, London",http://www.chrono24.com/panerai/luminor-marina-44mm-steel--id5352646.htm,price on request,0 (unworn),Automatic
With papers,44 mm,White,,PAM00660,,Men's watch/Unisex,Panerai,Arabic numerals,Available now,Buckle,,Steel,"Belgium, Selling online. Offices in Antwerp and Brussels (appointments strictly for purchase only)",http://www.chrono24.com/panerai/luminor-marina-blue-logo-acciaio-44mm-white-dial-new--id5572885.htm,,0 (unworn),Manual winding
With papers,40 mm,,3697,PAM 48,,Men's watch/Unisex,Panerai,,Available now,Fold clasp,,Steel,"Netherlands, Maastricht",http://www.chrono24.com/panerai/luminor-marina-new--id5537762.htm,,0 (unworn),Automatic
With papers,,,,PAM00090,,,Panerai,,Available now,,,Steel,"Italy, TORINO",http://www.chrono24.com/panerai/panerai-luminor-power-reserve-44-mm-pam99--id5332791.htm,,0 (unworn),Automatic
With papers,47 mm,Black,,PAM00389 PAM389   389,,,Panerai,Arabic numerals,Available now,,,Titanium,"Italy, l'aquila",http://www.chrono24.com/panerai/luminor-submersible-1950-amagnetic-3-days-titanio-47mm-neaw--id4898238.htm,price on request,0 (unworn),Automatic
,45 mm,Black,10609,PAM00643,,Men's watch/Unisex,Panerai,,Available now,,,Ceramic,"Monaco, Monaco",http://www.chrono24.com/panerai/radiomir-45mm-pam00643--id4015949.htm,,0 (unworn),Manual winding
With papers,47 mm,,,PAM00424,,Men's watch/Unisex,Panerai,,Available now,Buckle,,Steel,"France, Thonon les bains",http://www.chrono24.com/panerai/radiomir-california-3-days-pam-424--id3644048.htm,,0 (unworn),Manual winding
With papers,45 mm,Black,,PAM00643  PAM643  643,,,Panerai,Arabic numerals,Available now,,,Ceramic,"Italy, l'aquila",http://www.chrono24.com/panerai/radiomir-ceramica---45mm-pam00643-new--id4898394.htm,price on request,0 (unworn),Manual winding
With papers,,,,PAM00563,,Men's watch/Unisex,Panerai,,Available now,,,Steel,Hong Kong SAR,http://www.chrono24.com/panerai/luminor-marina-8-days-44mm-white-dial-pam563-new--id3064805.htm,,0 (unworn),Manual winding
With papers,,,,PAM00605 PAM605,,Men's watch/Unisex,Panerai,,Available now,,,Steel,"Hong Kong SAR, North Point",http://www.chrono24.com/panerai/pam-605-luminor-3-days-firenze-special-edition-99-pcs-new--id4304319.htm,price on request,0 (unworn),Manual winding
With papers,44 mm,Black,,PAM00219 - PAM219,,,Panerai,Arabic numerals,Available now,Buckle,,Steel,"Italy, Milano",http://www.chrono24.com/panerai/luminor-left-handed-ref-pam00219--id4871072.htm,,1 (mint),Manual winding
With papers,,,,,,Men's watch/Unisex,Panerai,,Available now,Double-fold clasp,,Steel,Spain,http://www.chrono24.com/panerai/pam-090--id5556797.htm,,1 (mint),Automatic
With papers,,,,PAM00630,,,Panerai,,Available now,Buckle,,Steel,"Italy, TORINO",http://www.chrono24.com/panerai/luminor-base-logo-pam630--id4099207.htm,,0 (unworn),Automatic
With papers,44 mm,Black,MT29179,PAM00027,,Men's watch/Unisex,Panerai,Arabic numerals,Available now,Buckle,,Steel,"Belgium, Brussel",http://www.chrono24.com/panerai/luminor-power-reserve--id5383526.htm,,1 (mint),Automatic
With papers,,,,Pam 00156,,,Panerai,,Available now,,,Steel,"Italy, Milano",http://www.chrono24.com/panerai/luminor-regatta-gmt--id5384348.htm,,1 (mint),Automatic
With papers,44 mm,Black,PAM0005-LOGO-DIAL,PAM00005,,Men's watch/Unisex,Panerai,Arabic numerals,Available now,Buckle,,Steel,"Germany, Rheinstetten - Karlsruhe",http://www.chrono24.com/panerai/luminor-marina-logo-dial-pam0005-pam005--id5639203.htm,,1 (mint),Manual winding
With papers,,,,PAM00352,,,Panerai,,Available now,Fold clasp,,Titanium,"Italy, TORINO",http://www.chrono24.com/panerai/luminor-marina-1950-3-days-automatic-titanium-pam352--id4378855.htm,,0 (unworn),Automatic
With papers,44 mm,Brown,,PAM00352,,Men's watch/Unisex,Panerai,,Available now,,,Titanium,"France, Thonon les bains",http://www.chrono24.com/panerai/luminor-marina-1950-3-days-automatic-titanio--pam-352--id4425387.htm,,0 (unworn),Automatic
With papers,,,,Pam00025,,Men's watch/Unisex,Panerai,,Available now,Double-fold clasp,,Titanium,"Netherlands, Kerkrade",http://www.chrono24.com/panerai/panerai-luminor-submersible-titan-pam-25--44mm--id5544978.htm,,2 (fine),Automatic
With box,44 mm,Brown,PAM00562,PAM00562,,,Panerai,,Available now,Buckle,,Steel,"Hong Kong SAR, Kowloon",http://www.chrono24.com/panerai/new--luminor-stainless-steel-brown-manual-wind-pam00562--id5616844.htm,,0 (unworn),Manual winding
,,Black,,,,,Audemars Piguet,No numerals,Available now,,,Steel,"Italy, ROMA",http://www.chrono24.com/audemarspiguet/royal-oak-jumbo-acciaio-black-dial--id4603124.htm,,0 (unworn),Automatic
With papers,44 mm,Silver,,26400SO.OO.A002CA.01,,Men's watch/Unisex,Audemars Piguet,No numerals,Available now,Buckle,,Steel,"Germany, Bietigheim-Bissingen",http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-26400soooa002ca01--id4302221.htm,,0 (unworn),Automatic
With papers,,,,26234SR.ZZ.D202CR.01,,Men's watch/Unisex,Audemars Piguet,,Available now,,,Gold/Steel,"Hong Kong SAR, North Point",http://www.chrono24.com/audemarspiguet/26234sr-royal-oak-offshore-chronograph-bucherer-ltd-ed-new--id5030322.htm,,0 (unworn),Automatic
,44 mm,Black,3033,26401RO.OO.A002CA.01,,Men's watch/Unisex,Audemars Piguet,,Available now,,,Pink gold,"United Kingdom, London",http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-rose-gold-26401roooa002ca01--id5090878.htm,,1 (mint),Automatic
With papers,36 mm,,,25657OR,,,Audemars Piguet,,Available now,,,Pink gold,"Italy, Roma",http://www.chrono24.com/audemarspiguet/perpetual-calendar-moon-phase-full-set--id5360006.htm,,1 (mint),Automatic
With papers,44 x 61 mm,,SW10331,26288OF.OO.D002CR.01,,Men's watch/Unisex,Audemars Piguet,,Available now,,,Pink gold,"Switzerland, Baar",http://www.chrono24.com/audemarspiguet/royal-oak-offshore-tourbillon-chronograph---26288ofood002cr01--id4876853.htm,,1 (mint),Manual winding
With papers,42 mm,,,26470.OR.1000.OR.01,,Men's watch/Unisex,Audemars Piguet,,Available now,,,Pink gold,"United Kingdom, London",http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chrono-rose-gold-26470or1000or01--id5252490.htm,,0 (unworn),Automatic
,35 mm,Champagne,K5376,01/50,,Men's watch/Unisex,Audemars Piguet,,Available now,,,Pink gold,"Germany, Düsseldorf",http://www.chrono24.com/audemarspiguet/ultra-slim-ltd-rosegold-0150--id5588579.htm,,1 (mint),Manual winding
With papers,25 x 40 mm,Gold,15045,4274 SA,,Men's watch/Unisex,Audemars Piguet,,Available now,Double-fold clasp,,Gold/Steel,"Netherlands, Maastricht",http://www.chrono24.com/audemarspiguet/rectangular-goldsteel-nos--id5538497.htm,,0 (unworn),Manual winding
With papers,36 mm,Brown,MT29131,,,,Audemars Piguet,No numerals,Available now,Fold clasp,,Yellow gold,"Belgium, Brussel",http://www.chrono24.com/audemarspiguet/royal-oak--id5254249.htm,,1 (mint),Automatic
,33 mm,Grey,14969,,,Ladies' watch,Audemars Piguet,,Available now,,,Gold/Steel,"Belgium, Bruxelles",http://www.chrono24.com/audemarspiguet/royal-oak-lady-33-mm--id5677715.htm,,,Quartz
With papers,44 mm,Black,,26078IO.OO.D001VS.01,,Men's watch/Unisex,Audemars Piguet,No numerals,Available now,Buckle,,Titanium,"United Kingdom, London",http://www.chrono24.com/audemarspiguet/royal-oak-offshore-ruben-barrichello-ii-26078ioood001vs01--id5600074.htm,"$48,000",1 (mint),Automatic
